bvid,title,accepted,exclusion_reasons,caption_count,coverage_ratio,restaurant_signal,financial_signal,unrelated_signal,title_body_alignment,dimensions,path
BV1cw7D6dEN5,找不到蜜雪官网，26万开杂牌奶茶，总部扬言吊打沪上！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,20,0.033,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1cw7D6dEN5.srt
BV1T97663Egd,深圳100万开海南椰子鸡，每天亏1千。到底选址翻车，还是品类选错？@勇哥餐饮原创,True,,568,0.999,63,18,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1T97663Egd.srt
BV1vf7r6REg1,京爷砸400百万开火锅，月亏损高达10万！天价加盟费创记录！（北京）@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,438,0.454,2,0,0,0,位置商圈与客流、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1vf7r6REg1.srt
BV1N47Z6QEqC,砸100万开“美发+咖啡”！勇哥直无稽之谈，异想天开！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,9,0.05,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1N47Z6QEqC.srt
BV1B37X64Ewy,杀猪菜大厦！7800平面积着实震惊勇哥！（大连）@勇哥餐饮原创,True,,583,1.0,70,16,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1B37X64Ewy.srt
BV1nU7X6wEcr,前唐茶事后续，负债300万老板携手股东再战！ @勇哥餐饮原创,True,,458,0.999,63,16,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nU7X6wEcr.srt
BV174V16bEPu,负债10万开酸奶店，丈夫不作为宝妈心寒。全家背上60万负债！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,249,0.257,1,1,0,0,人工与老板在场、初始投入与债务、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV174V16bEPu.srt
BV1JVVr6QEaq,宝妈负债开奶茶，犟到勇哥红温破防！能坚持看完的都是勇士。@勇哥餐饮原创,True,,448,0.999,61,14,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1JVVr6QEaq.srt
BV11fVB6WExH,负债140万开糖水+酸奶，5个月基本亏光！自己负债上西天！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,52,0.058,7,6,0,1,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV11fVB6WExH.srt
BV1pcVq65ESR,姑娘自创粉薄咖啡，遭遇极品房东老太太！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,126,1.29,1,0,0,0,水电及其他固定成本、位置商圈与客流、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pcVq65ESR.srt
BV1mY5F6DEzg,3个冤种砸200万开营地餐厅，每月亏9万！勇哥紧急吸氧  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,73,0.297,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1mY5F6DEzg.srt
BV1iKVd6XEDu,拿母亲安葬费开烧饼店，没有退路只能赢！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,281,0.594,0,0,0,0,加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1iKVd6XEDu.srt
BV1YSVJ6mEow,泰国租房翻车，合伙创业散伙，反转收获真爱再创业。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足,506,0.999,24,4,0,0,初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1YSVJ6mEow.srt
BV1SYVE6zE91,小嫂子烧烤遇困境，5万买餐车天天亏。改了又怕同行眼红嫉妒！@勇哥餐饮原创,True,,431,0.997,79,6,0,1,当前营业额、毛利与变动成本、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SYVE6zE91.srt
BV1UNVV6WEf2,冤种花10万接手亏钱蛋糕店，自己累成狗，员工清闲自在的玩手机。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,58,0.161,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1UNVV6WEf2.srt
BV1m4VG6JEu4,父母助力女儿开山野蛋糕店，最终亏光14万！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,599,1.32,9,1,0,0,人工与老板在场、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1m4VG6JEu4.srt
BV18ZVg6nE9s,扬州14年老酒馆，凭啥能每月赚3万？ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,599,3.123,9,1,0,0,人工与老板在场、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18ZVg6nE9s.srt
BV18BVa6CEKW,小伙负债加盟“广东正宗冒菜”，开业前心高气傲，开业后勇哥救我！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,416,1.046,2,0,0,0,位置商圈与客流、门头与可见性、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18BVa6CEKW.srt
BV1waVh6fELh,校园独家奶茶店日赚13块！18万打水漂？勇哥：换蜜雪！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,63,0.242,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1waVh6fELh.srt
BV16GV86XEKC,中介花30万自营咖啡，店长连麦优化自己！勇哥：把老板开除  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,229,0.395,1,0,0,0,位置商圈与客流、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16GV86XEKC.srt
BV1EyVW6qErm,200万开酸汤火锅+日咖夜酒，勇哥：位置好！大有可为！ @勇哥餐饮原创,True,,594,0.999,82,12,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1EyVW6qErm.srt
BV13BVp6XEpT,砸320万开啤酒夜场，月亏38万！老板自嗨到劝不动。 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,14,0.02,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13BVp6XEpT.srt
BV1QxG96MEJW,冤种姐砸60万开臭豆腐火锅，每月亏6万怎么救？@勇哥餐饮原创,True,,545,0.999,91,34,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1QxG96MEJW.srt
BV1CZGD6UEFx,刚毕业就拉上父母，30万压宝杂牌奶茶，亏钱后彻底蔫吧了。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,74,0.227,1,0,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CZGD6UEFx.srt
BV1X8G26HE8n,西安小伙砸500万开海鲜自助，月亏15万错在哪？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,73,0.377,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1X8G26HE8n.srt
BV1zRGy64E3h,负债开中药奶茶，三个月亏光26万！ @勇哥餐饮原创,True,,562,0.999,79,33,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zRGy64E3h.srt
BV15EVN6kEBT,姑娘33万开烤洋芋，日亏3百靠服装店补贴。还投入百万开茶楼！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,134,0.218,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV15EVN6kEBT.srt
BV1drGo69Eae,160万开粥底火锅！勇哥：月亏9万全家还债你敢开吗？@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,102,0.139,2,2,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1drGo69Eae.srt
BV1AYG46UEYc,姑娘要开养生茶，勇哥：开了必亏40万！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,12,0.156,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1AYG46UEYc.srt
BV1mUGE6vEdB,投40万给女友开刨冰店，妄想打造成网红打卡点。勇哥：先结婚再开。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,36,0.121,1,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1mUGE6vEdB.srt
BV19LG76uEy4,在北京郊区开咖啡奶茶，谁来买？没人啊！@勇哥餐饮原创,True,,401,0.999,59,6,0,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV19LG76uEy4.srt
BV15TGi6tEbv,砸200万开火锅店，装修就花了160万！老板娘表示根本不赚钱怎么办？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,9,0.03,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV15TGi6tEbv.srt
BV1H5Gq6rEdj,花16万进茶南网红美食街，面馆开业就亏钱怎么办？ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,256,0.599,0,0,0,1,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1H5Gq6rEdj.srt
BV1GaGv6HEc9,冤种16万广场卖炸串，集装箱月租金1.2万！每月亏1万7  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,29,0.059,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1GaGv6HEc9.srt
BV1L8Lv6eEb1,30万加盟手擀面，月亏9千连亏9个月，只因看到别人生意好！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,438,0.716,2,0,0,1,位置商圈与客流、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1L8Lv6eEb1.srt
BV1ERLh6fEzS,小伙自营咖啡店，没开业就亏10万！还以为是个王者呢，没想到屙了坨大的。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,245,0.518,3,0,0,1,水电及其他固定成本、初始投入与债务、位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ERLh6fEzS.srt
